Feedback_ID,Complaint_Time_Approx,Text_Content,Simulated_NER_Bus_ID
900233,13-11-2025 18:28,The no fan is disgusting. Bus KA-01-AB-0103 needs maintenance asap.,KA-01-AB-0103
900234,13-11-2025 10:00,Bus KA-01-AB-0103 is off schedule by 10 mins near Silk_Board. The schedule is a joke.,KA-01-AB-0103
900235,13-11-2025 17:41,Driver of KA-01-AB-0104 was aggressive when asked for the stop. Unprofessional behavior.,KA-01-AB-0104
900236,13-11-2025 12:17,Checked the app 3 times. Still app not working for Route R7C. Makes the whole system unreliable.,KA-01-AB-0104
900237,13-11-2025 18:36,Driver of KA-01-AB-0103 was skipping stops when asked for the stop. Unprofessional behavior. \@Official,KA-01-AB-0103
900238,13-11-2025 15:22,Route R12B is took forever by 24 mins near Koramangala. The schedule is a joke.,
900239,13-11-2025 14:47,Route R12B is delayed by 22 mins near Silk_Board. The schedule is a joke.,KA-01-AB-0104
900240,13-11-2025 15:51,Bus KA-01-AB-0103 is late by 39 mins near Koramangala. The schedule is a joke.,KA-01-AB-0103
900241,13-11-2025 15:24,Checked the app 3 times. Still no real-time update for Bus KA-01-AB-0102. Makes the whole system unreliable.,KA-01-AB-0102
900242,13-11-2025 15:46,Route R7C is took forever by 38 mins near Silk_Board. The schedule is a joke.,KA-01-AB-0101
900243,13-11-2025 18:06,Route R12B is late by 42 mins near Shivaji_Nagar. The schedule is a joke. pls respond,KA-01-AB-0103
900244,13-11-2025 14:35,Route R12B is running behind by 30 mins near Koramangala. The schedule is a joke.,
900245,13-11-2025 12:50,Driver of KA-01-AB-0102 was unprofessional when asked for the stop. Unprofessional behavior.,KA-01-AB-0102
900246,13-11-2025 14:06,Bus KA-01-AB-0105 is delayed by 15 mins near Shivaji_Nagar. The schedule is a joke. pls respond,
900247,13-11-2025 14:30,Bus KA-01-AB-0102 is late by 11 mins near Whitefield. The schedule is a joke.,
900248,13-11-2025 08:48,The no fan is disgusting. Bus KA-01-AB-0104 needs maintenance asap.,KA-01-AB-0104
900249,13-11-2025 08:32,Route R7C is delayed by 28 mins near Marathahalli. The schedule is a joke.,KA-01-AB-0101
900250,13-11-2025 14:10,Checked the app 3 times. Still app not working for Bus KA-01-AB-0102. Makes the whole system unreliable. pls respond,
900251,13-11-2025 15:27,Checked the app 3 times. Still no information for Route R5A. Makes the whole system unreliable.,KA-01-AB-0103
900252,13-11-2025 17:13,Excellent journey on Route R5A this morning. Everything was comfortable.,KA-01-AB-0105
900253,13-11-2025 11:39,Driver of KA-01-AB-0104 was aggressive when asked for the stop. Unprofessional behavior.,KA-01-AB-0104
900254,13-11-2025 09:43,Checked the app 3 times. Still tracker broken for Bus KA-01-AB-0105. Makes the whole system unreliable.,KA-01-AB-0105
900255,13-11-2025 19:00,Driver of KA-01-AB-0101 was not helpful when asked for the stop. Unprofessional behavior.,KA-01-AB-0101
900256,13-11-2025 13:49,Route R5A is off schedule by 35 mins near Koramangala. The schedule is a joke.,
900257,13-11-2025 09:50,Route R7C is took forever by 42 mins near Koramangala. The schedule is a joke.,
900258,13-11-2025 11:17,Seriously full from Marathahalli. Bus KA-01-AB-0102 should not let in so many passengers.,KA-01-AB-0102
900259,13-11-2025 11:31,Checked the app 3 times. Still tracker broken for Trip on R12B. Makes the whole system unreliable.,KA-01-AB-0104
900260,13-11-2025 08:00,Bus KA-01-AB-0103 is off schedule by 22 mins near Silk_Board. The schedule is a joke.,KA-01-AB-0103
900261,13-11-2025 16:07,Bus KA-01-AB-0104 is delayed by 10 mins near Whitefield. The schedule is a joke.,KA-01-AB-0104
900262,13-11-2025 17:11,Checked the app 3 times. Still no real-time update for Route R7C. Makes the whole system unreliable.,
900263,13-11-2025 18:15,Seriously packed from Whitefield. Trip on R12B should not let in so many passengers.,KA-01-AB-0104
900264,13-11-2025 14:44,Route R12B is late by 22 mins near Marathahalli. The schedule is a joke.,KA-01-AB-0102
900265,13-11-2025 13:53,Bus KA-01-AB-0105 is off schedule by 13 mins near MG_Road. The schedule is a joke.,KA-01-AB-0105
900266,13-11-2025 13:41,Excellent journey on Bus KA-01-AB-0104 this morning. Everything was courteous.,
900267,13-11-2025 15:17,Seriously full from Marathahalli. Bus KA-01-AB-0104 should not let in so many passengers.,KA-01-AB-0104
900268,13-11-2025 08:24,Checked the app 3 times. Still app not working for Route R5A. Makes the whole system unreliable.,
900269,13-11-2025 07:19,Seriously sardine can from Koramangala. Trip on R5A should not let in so many passengers.,
900270,13-11-2025 07:34,Checked the app 3 times. Still app not working for Route R5A. Makes the whole system unreliable.,KA-01-AB-0105
900271,13-11-2025 16:35,Seriously sardine can from Silk_Board. Route R5A should not let in so many passengers.,KA-01-AB-0104
900272,13-11-2025 07:44,Excellent journey on Route R5A this morning. Everything was clean.,KA-01-AB-0102
900273,13-11-2025 17:31,Seriously full from Marathahalli. Trip on R7C should not let in so many passengers. \#Traffic,KA-01-AB-0101
900274,13-11-2025 16:04,Seriously packed from Shivaji_Nagar. Bus KA-01-AB-0104 should not let in so many passengers.,KA-01-AB-0104
900275,13-11-2025 10:21,The leaking roof is disgusting. Bus KA-01-AB-0101 needs maintenance asap.,
900276,13-11-2025 08:17,Checked the app 3 times. Still no ETA for Route R7C. Makes the whole system unreliable.,
900277,13-11-2025 16:20,Driver of KA-01-AB-0104 was skipping stops when asked for the stop. Unprofessional behavior.,
900278,13-11-2025 14:37,Checked the app 3 times. Still no information for Route R12B. Makes the whole system unreliable. daily struggle,KA-01-AB-0102
900279,13-11-2025 16:26,Trip on R7C is off schedule by 28 mins near Silk_Board. The schedule is a joke.,KA-01-AB-0102
900280,13-11-2025 15:32,Checked the app 3 times. Still app not working for Route R12B. Makes the whole system unreliable.,KA-01-AB-0103
900281,13-11-2025 17:41,Route R5A is late by 18 mins near Marathahalli. The schedule is a joke.,KA-01-AB-0104
900282,13-11-2025 08:13,Driver of KA-01-AB-0104 was skipping stops when asked for the stop. Unprofessional behavior.,KA-01-AB-0104
900283,13-11-2025 08:11,Driver of KA-01-AB-0104 was rude when asked for the stop. Unprofessional behavior. \@Official,KA-01-AB-0104
900284,13-11-2025 12:06,Seriously full from Marathahalli. Trip on R5A should not let in so many passengers.,KA-01-AB-0102
900285,13-11-2025 12:34,Trip on R12B is running behind by 18 mins near Shivaji_Nagar. The schedule is a joke.,KA-01-AB-0101
900286,13-11-2025 17:15,Bus KA-01-AB-0105 is delayed by 36 mins near Shivaji_Nagar. The schedule is a joke.,KA-01-AB-0105
900287,13-11-2025 09:40,Seriously no space to move from Whitefield. Bus KA-01-AB-0103 should not let in so many passengers.,KA-01-AB-0103
900288,13-11-2025 14:51,The broken seat is disgusting. Bus KA-01-AB-0102 needs maintenance asap.,KA-01-AB-0102
900289,13-11-2025 16:40,Checked the app 3 times. Still no information for Route R5A. Makes the whole system unreliable.,KA-01-AB-0105
900290,13-11-2025 11:33,Driver of KA-01-AB-0104 was rude when asked for the stop. Unprofessional behavior.,
900291,13-11-2025 13:10,Seriously packed from Shivaji_Nagar. Route R5A should not let in so many passengers.,KA-01-AB-0105
900292,13-11-2025 10:26,Seriously packed from Silk_Board. Route R7C should not let in so many passengers.,KA-01-AB-0101
900293,13-11-2025 11:11,Seriously sardine can from Whitefield. Trip on R12B should not let in so many passengers.,KA-01-AB-0105
900294,13-11-2025 15:12,The lights out is disgusting. Bus KA-01-AB-0103 needs maintenance asap.,
900295,13-11-2025 11:18,Seriously overcrowded from Shivaji_Nagar. Bus KA-01-AB-0102 should not let in so many passengers.,KA-01-AB-0102
900296,13-11-2025 09:44,Checked the app 3 times. Still app not working for Bus KA-01-AB-0101. Makes the whole system unreliable.,KA-01-AB-0101
900297,13-11-2025 07:28,Checked the app 3 times. Still no information for Route R7C. Makes the whole system unreliable.,KA-01-AB-0103
900298,13-11-2025 11:20,Route R12B is running behind by 27 mins near Silk_Board. The schedule is a joke. \#Traffic,KA-01-AB-0104
900299,13-11-2025 10:10,Seriously no space to move from MG_Road. Trip on R5A should not let in so many passengers. daily struggle,KA-01-AB-0101
900300,13-11-2025 10:23,Seriously sardine can from MG_Road. Route R7C should not let in so many passengers. \#Traffic,KA-01-AB-0104
900301,13-11-2025 13:18,Driver of KA-01-AB-0105 was not helpful when asked for the stop. Unprofessional behavior.,KA-01-AB-0105
900302,13-11-2025 09:18,Excellent journey on Route R7C this morning. Everything was great service.,
900303,13-11-2025 14:02,Route R7C is off schedule by 33 mins near Koramangala. The schedule is a joke. \@Official,KA-01-AB-0101
900304,13-11-2025 18:27,Bus KA-01-AB-0104 is late by 12 mins near MG_Road. The schedule is a joke.,KA-01-AB-0104
900305,13-11-2025 13:42,The broken seat is disgusting. Bus KA-01-AB-0104 needs maintenance asap.,KA-01-AB-0104
900306,13-11-2025 14:58,Driver of KA-01-AB-0104 was aggressive when asked for the stop. Unprofessional behavior. \@Official,
900307,13-11-2025 09:35,Driver of KA-01-AB-0102 was skipping stops when asked for the stop. Unprofessional behavior.,KA-01-AB-0102
900308,13-11-2025 16:00,Seriously packed from Koramangala. Route R12B should not let in so many passengers.,
900309,13-11-2025 11:56,Route R12B is delayed by 40 mins near Whitefield. The schedule is a joke.,KA-01-AB-0102
900310,13-11-2025 14:52,Driver of KA-01-AB-0105 was aggressive when asked for the stop. Unprofessional behavior.,
900311,13-11-2025 09:12,Seriously sardine can from Silk_Board. Bus KA-01-AB-0104 should not let in so many passengers. \@Official,
900312,13-11-2025 08:12,Seriously full from Silk_Board. Bus KA-01-AB-0103 should not let in so many passengers.,KA-01-AB-0103
900313,13-11-2025 17:50,Checked the app 3 times. Still tracker broken for Route R7C. Makes the whole system unreliable.,
900314,13-11-2025 13:31,Driver of KA-01-AB-0104 was rude when asked for the stop. Unprofessional behavior.,KA-01-AB-0104
900315,13-11-2025 12:49,Seriously full from Whitefield. Route R12B should not let in so many passengers.,KA-01-AB-0101
900316,13-11-2025 13:32,Bus KA-01-AB-0101 is delayed by 44 mins near Marathahalli. The schedule is a joke.,KA-01-AB-0101
900317,13-11-2025 13:12,Seriously sardine can from Whitefield. Route R7C should not let in so many passengers.,
900318,13-11-2025 16:08,Excellent journey on Bus KA-01-AB-0105 this morning. Everything was great service.,KA-01-AB-0105
900319,13-11-2025 11:05,Checked the app 3 times. Still app not working for Trip on R7C. Makes the whole system unreliable.,KA-01-AB-0102
900320,13-11-2025 14:00,Seriously overcrowded from MG_Road. Route R7C should not let in so many passengers. \@Official,KA-01-AB-0102
900321,13-11-2025 16:56,Checked the app 3 times. Still no information for Bus KA-01-AB-0104. Makes the whole system unreliable.,KA-01-AB-0104
900322,13-11-2025 15:00,Checked the app 3 times. Still no real-time update for Route R5A. Makes the whole system unreliable. pls respond,
900323,13-11-2025 17:31,Checked the app 3 times. Still app not working for Route R5A. Makes the whole system unreliable.,KA-01-AB-0101
900324,13-11-2025 18:56,Excellent journey on Bus KA-01-AB-0103 this morning. Everything was courteous.,KA-01-AB-0103
900325,13-11-2025 13:06,Checked the app 3 times. Still no ETA for Route R5A. Makes the whole system unreliable.,
900326,13-11-2025 14:14,Route R5A is off schedule by 11 mins near Shivaji_Nagar. The schedule is a joke.,
900327,13-11-2025 17:35,Driver of KA-01-AB-0102 was unprofessional when asked for the stop. Unprofessional behavior.,
900328,13-11-2025 14:17,Excellent journey on Route R5A this morning. Everything was on time.,KA-01-AB-0103
900329,13-11-2025 14:04,The no fan is disgusting. Bus KA-01-AB-0103 needs maintenance asap.,KA-01-AB-0103
900330,13-11-2025 18:46,Seriously packed from Silk_Board. Bus KA-01-AB-0104 should not let in so many passengers.,
900331,13-11-2025 16:36,Excellent journey on Route R5A this morning. Everything was courteous.,
900332,13-11-2025 08:16,Seriously overcrowded from Koramangala. Bus KA-01-AB-0104 should not let in so many passengers. pls respond,KA-01-AB-0104
900333,13-11-2025 17:04,Driver of KA-01-AB-0105 was unprofessional when asked for the stop. Unprofessional behavior.,KA-01-AB-0105
900334,13-11-2025 12:45,Checked the app 3 times. Still no ETA for Bus KA-01-AB-0104. Makes the whole system unreliable.,KA-01-AB-0104
900335,13-11-2025 10:38,Route R12B is late by 19 mins near Shivaji_Nagar. The schedule is a joke.,
900336,13-11-2025 15:37,Driver of KA-01-AB-0104 was skipping stops when asked for the stop. Unprofessional behavior.,KA-01-AB-0104
900337,13-11-2025 12:25,Checked the app 3 times. Still no information for Trip on R12B. Makes the whole system unreliable.,KA-01-AB-0102
900338,13-11-2025 13:30,Route R5A is took forever by 26 mins near MG_Road. The schedule is a joke.,KA-01-AB-0105
900339,13-11-2025 18:31,Seriously full from Shivaji_Nagar. Route R5A should not let in so many passengers. pls respond,
900340,13-11-2025 10:05,Bus KA-01-AB-0104 is off schedule by 17 mins near Whitefield. The schedule is a joke.,KA-01-AB-0104
900341,13-11-2025 08:59,Bus KA-01-AB-0103 is late by 20 mins near Shivaji_Nagar. The schedule is a joke.,
900342,13-11-2025 17:06,Bus KA-01-AB-0105 is late by 33 mins near MG_Road. The schedule is a joke.,
900343,13-11-2025 10:00,Checked the app 3 times. Still no information for Bus KA-01-AB-0101. Makes the whole system unreliable. \@Official,
900344,13-11-2025 18:57,Bus KA-01-AB-0105 is off schedule by 12 mins near Shivaji_Nagar. The schedule is a joke.,KA-01-AB-0105
900345,13-11-2025 18:56,Bus KA-01-AB-0104 is running behind by 26 mins near Koramangala. The schedule is a joke.,KA-01-AB-0104
900346,13-11-2025 13:04,Excellent journey on Bus KA-01-AB-0104 this morning. Everything was great service.,KA-01-AB-0104
900347,13-11-2025 18:30,The lights out is disgusting. Bus KA-01-AB-0105 needs maintenance asap.,KA-01-AB-0105
900348,13-11-2025 13:58,Seriously sardine can from MG_Road. Route R5A should not let in so many passengers.,KA-01-AB-0104
900349,13-11-2025 16:59,Seriously sardine can from MG_Road. Bus KA-01-AB-0105 should not let in so many passengers. \#Traffic,KA-01-AB-0105
900350,13-11-2025 10:13,Trip on R5A is delayed by 14 mins near Silk_Board. The schedule is a joke.,KA-01-AB-0102
900351,13-11-2025 18:45,Bus KA-01-AB-0103 is late by 43 mins near Shivaji_Nagar. The schedule is a joke.,
900352,13-11-2025 09:42,Driver of KA-01-AB-0104 was unprofessional when asked for the stop. Unprofessional behavior.,
900353,13-11-2025 15:00,Seriously overcrowded from MG_Road. Route R7C should not let in so many passengers.,
900354,13-11-2025 10:26,The leaking roof is disgusting. Bus KA-01-AB-0101 needs maintenance asap. pls respond,KA-01-AB-0101
900355,13-11-2025 07:23,Route R12B is late by 43 mins near Shivaji_Nagar. The schedule is a joke.,
900356,13-11-2025 12:21,Seriously sardine can from Shivaji_Nagar. Trip on R12B should not let in so many passengers.,KA-01-AB-0105
900357,13-11-2025 08:59,Seriously full from MG_Road. Route R12B should not let in so many passengers.,
900358,13-11-2025 10:36,Checked the app 3 times. Still app not working for Bus KA-01-AB-0105. Makes the whole system unreliable.,KA-01-AB-0105
900359,13-11-2025 18:59,Driver of KA-01-AB-0105 was skipping stops when asked for the stop. Unprofessional behavior.,
900360,13-11-2025 12:11,Driver of KA-01-AB-0105 was rude when asked for the stop. Unprofessional behavior.,KA-01-AB-0105
900361,13-11-2025 16:45,Driver of KA-01-AB-0105 was rude when asked for the stop. Unprofessional behavior.,KA-01-AB-0105
900362,13-11-2025 10:19,Trip on R5A is off schedule by 30 mins near Shivaji_Nagar. The schedule is a joke.,
900363,13-11-2025 07:24,Driver of KA-01-AB-0104 was aggressive when asked for the stop. Unprofessional behavior. \@Official,
900364,13-11-2025 08:19,Bus KA-01-AB-0103 is delayed by 20 mins near MG_Road. The schedule is a joke.,KA-01-AB-0103
900365,13-11-2025 13:10,Driver of KA-01-AB-0102 was unprofessional when asked for the stop. Unprofessional behavior.,KA-01-AB-0102
900366,13-11-2025 17:10,Checked the app 3 times. Still no real-time update for Trip on R5A. Makes the whole system unreliable.,KA-01-AB-0101
900367,13-11-2025 16:21,Route R12B is off schedule by 42 mins near Whitefield. The schedule is a joke.,
900368,13-11-2025 10:54,Trip on R7C is off schedule by 19 mins near MG_Road. The schedule is a joke.,
900369,13-11-2025 13:04,Route R7C is took forever by 42 mins near MG_Road. The schedule is a joke.,
900370,13-11-2025 12:48,Route R12B is delayed by 42 mins near MG_Road. The schedule is a joke.,
900371,13-11-2025 16:02,Seriously packed from MG_Road. Route R7C should not let in so many passengers.,KA-01-AB-0104
900372,13-11-2025 11:14,Seriously no space to move from Shivaji_Nagar. Route R7C should not let in so many passengers.,KA-01-AB-0105
900373,13-11-2025 11:29,Bus KA-01-AB-0102 is took forever by 45 mins near Whitefield. The schedule is a joke.,KA-01-AB-0102
900374,13-11-2025 13:35,Seriously overcrowded from Whitefield. Trip on R12B should not let in so many passengers. daily struggle,KA-01-AB-0101
900375,13-11-2025 13:09,Trip on R12B is late by 23 mins near Koramangala. The schedule is a joke. daily struggle,
900376,13-11-2025 16:55,Route R12B is off schedule by 26 mins near Shivaji_Nagar. The schedule is a joke.,KA-01-AB-0103
900377,13-11-2025 11:19,Checked the app 3 times. Still no ETA for Bus KA-01-AB-0105. Makes the whole system unreliable.,KA-01-AB-0105
900378,13-11-2025 09:39,Seriously no space to move from MG_Road. Route R5A should not let in so many passengers.,KA-01-AB-0101
900379,13-11-2025 11:17,Checked the app 3 times. Still no information for Trip on R7C. Makes the whole system unreliable. \#Traffic,KA-01-AB-0103
900380,13-11-2025 09:57,Excellent journey on Bus KA-01-AB-0103 this morning. Everything was great service.,
900381,13-11-2025 18:22,Driver of KA-01-AB-0105 was skipping stops when asked for the stop. Unprofessional behavior. pls respond,KA-01-AB-0105
900382,13-11-2025 10:11,Bus KA-01-AB-0104 is running behind by 22 mins near Silk_Board. The schedule is a joke.,KA-01-AB-0104
900383,13-11-2025 10:00,Checked the app 3 times. Still no ETA for Trip on R7C. Makes the whole system unreliable.,KA-01-AB-0103
900384,13-11-2025 09:22,Seriously packed from Silk_Board. Bus KA-01-AB-0105 should not let in so many passengers.,KA-01-AB-0105
900385,13-11-2025 14:05,Seriously full from MG_Road. Bus KA-01-AB-0104 should not let in so many passengers.,KA-01-AB-0104
900386,13-11-2025 17:05,Driver of KA-01-AB-0104 was not helpful when asked for the stop. Unprofessional behavior.,KA-01-AB-0104
900387,13-11-2025 17:00,Seriously packed from Marathahalli. Bus KA-01-AB-0103 should not let in so many passengers. \@Official,
900388,13-11-2025 13:29,Seriously full from Silk_Board. Bus KA-01-AB-0103 should not let in so many passengers. \@Official,
900389,13-11-2025 11:53,Route R5A is late by 30 mins near Silk_Board. The schedule is a joke.,KA-01-AB-0104
900390,13-11-2025 07:20,Checked the app 3 times. Still app not working for Trip on R5A. Makes the whole system unreliable.,KA-01-AB-0105
900391,13-11-2025 12:15,Checked the app 3 times. Still no ETA for Trip on R5A. Makes the whole system unreliable.,KA-01-AB-0101
900392,13-11-2025 18:20,Checked the app 3 times. Still no real-time update for Bus KA-01-AB-0103. Makes the whole system unreliable.,KA-01-AB-0103
900393,13-11-2025 12:32,Driver of KA-01-AB-0104 was rude when asked for the stop. Unprofessional behavior.,KA-01-AB-0104
900394,13-11-2025 13:08,Route R12B is off schedule by 44 mins near Koramangala. The schedule is a joke. daily struggle,
900395,13-11-2025 09:08,Seriously overcrowded from Koramangala. Route R7C should not let in so many passengers. \#Traffic,
900396,13-11-2025 14:31,Trip on R7C is running behind by 24 mins near Silk_Board. The schedule is a joke.,
900397,13-11-2025 14:11,Checked the app 3 times. Still no ETA for Route R12B. Makes the whole system unreliable.,
900398,13-11-2025 18:59,Route R12B is running behind by 42 mins near Koramangala. The schedule is a joke. pls respond,
900399,13-11-2025 17:39,Seriously sardine can from MG_Road. Bus KA-01-AB-0102 should not let in so many passengers.,KA-01-AB-0102
900400,13-11-2025 17:28,Excellent journey on Bus KA-01-AB-0103 this morning. Everything was clean.,
900401,13-11-2025 08:41,Seriously overcrowded from Marathahalli. Route R7C should not let in so many passengers.,KA-01-AB-0105
900402,13-11-2025 09:15,Route R12B is running behind by 36 mins near Marathahalli. The schedule is a joke.,KA-01-AB-0101
900403,13-11-2025 12:38,Trip on R5A is delayed by 45 mins near Whitefield. The schedule is a joke.,KA-01-AB-0102
900404,13-11-2025 10:55,Route R12B is late by 23 mins near MG_Road. The schedule is a joke.,KA-01-AB-0105
900405,13-11-2025 12:39,Checked the app 3 times. Still app not working for Trip on R12B. Makes the whole system unreliable.,KA-01-AB-0103
900406,13-11-2025 18:20,Seriously full from MG_Road. Route R5A should not let in so many passengers. pls respond,KA-01-AB-0103
900407,13-11-2025 07:17,Checked the app 3 times. Still app not working for Route R12B. Makes the whole system unreliable.,KA-01-AB-0103
900408,13-11-2025 13:47,Checked the app 3 times. Still no ETA for Bus KA-01-AB-0102. Makes the whole system unreliable.,KA-01-AB-0102
900409,13-11-2025 10:57,Checked the app 3 times. Still no ETA for Bus KA-01-AB-0101. Makes the whole system unreliable.,
900410,13-11-2025 08:20,Route R7C is off schedule by 14 mins near Whitefield. The schedule is a joke. pls respond,KA-01-AB-0104
900411,13-11-2025 17:49,Seriously sardine can from Whitefield. Bus KA-01-AB-0105 should not let in so many passengers.,KA-01-AB-0105
900412,13-11-2025 10:21,Driver of KA-01-AB-0105 was skipping stops when asked for the stop. Unprofessional behavior.,
900413,13-11-2025 16:16,Route R5A is took forever by 26 mins near Whitefield. The schedule is a joke.,KA-01-AB-0104
900414,13-11-2025 16:33,Trip on R7C is delayed by 41 mins near Silk_Board. The schedule is a joke.,
900415,13-11-2025 15:02,Driver of KA-01-AB-0101 was rude when asked for the stop. Unprofessional behavior.,KA-01-AB-0101
900416,13-11-2025 14:01,Seriously full from Shivaji_Nagar. Trip on R12B should not let in so many passengers.,
900417,13-11-2025 11:44,Checked the app 3 times. Still no ETA for Bus KA-01-AB-0102. Makes the whole system unreliable.,KA-01-AB-0102
900418,13-11-2025 13:35,Bus KA-01-AB-0105 is late by 31 mins near MG_Road. The schedule is a joke.,
900419,13-11-2025 18:42,Route R7C is off schedule by 20 mins near Marathahalli. The schedule is a joke.,
900420,13-11-2025 14:16,Checked the app 3 times. Still tracker broken for Bus KA-01-AB-0101. Makes the whole system unreliable.,
900421,13-11-2025 17:11,Checked the app 3 times. Still no real-time update for Route R12B. Makes the whole system unreliable.,KA-01-AB-0102
900422,13-11-2025 14:34,Route R12B is off schedule by 28 mins near MG_Road. The schedule is a joke.,KA-01-AB-0104
900423,13-11-2025 15:12,Route R5A is running behind by 17 mins near Marathahalli. The schedule is a joke.,KA-01-AB-0103
900424,13-11-2025 16:49,Checked the app 3 times. Still tracker broken for Route R5A. Makes the whole system unreliable. \@Official,KA-01-AB-0104
900425,13-11-2025 07:46,Excellent journey on Bus KA-01-AB-0104 this morning. Everything was courteous.,KA-01-AB-0104
900426,13-11-2025 11:11,Trip on R5A is running behind by 44 mins near Marathahalli. The schedule is a joke. \@Official,KA-01-AB-0103
900427,13-11-2025 14:40,Route R5A is late by 41 mins near MG_Road. The schedule is a joke.,KA-01-AB-0105
900428,13-11-2025 18:22,Checked the app 3 times. Still no ETA for Bus KA-01-AB-0103. Makes the whole system unreliable. daily struggle,KA-01-AB-0103
900429,13-11-2025 17:20,Driver of KA-01-AB-0104 was unprofessional when asked for the stop. Unprofessional behavior.,KA-01-AB-0104
900430,13-11-2025 09:52,Route R7C is delayed by 44 mins near Whitefield. The schedule is a joke.,
900431,13-11-2025 17:56,Driver of KA-01-AB-0104 was not helpful when asked for the stop. Unprofessional behavior.,KA-01-AB-0104
900432,13-11-2025 10:11,Bus KA-01-AB-0104 is running behind by 28 mins near Marathahalli. The schedule is a joke.,
900433,13-11-2025 12:37,Bus KA-01-AB-0101 is late by 30 mins near Whitefield. The schedule is a joke. \#Traffic,KA-01-AB-0101
900434,13-11-2025 13:59,Checked the app 3 times. Still app not working for Route R5A. Makes the whole system unreliable.,KA-01-AB-0102
900435,13-11-2025 14:20,Route R12B is delayed by 35 mins near Silk_Board. The schedule is a joke.,KA-01-AB-0104
900436,13-11-2025 15:30,Trip on R7C is running behind by 30 mins near Marathahalli. The schedule is a joke.,
900437,13-11-2025 17:21,The lights out is disgusting. Bus KA-01-AB-0103 needs maintenance asap.,KA-01-AB-0103
900438,13-11-2025 18:44,Checked the app 3 times. Still no ETA for Route R5A. Makes the whole system unreliable.,
900439,13-11-2025 18:01,Route R5A is running behind by 12 mins near MG_Road. The schedule is a joke. daily struggle,KA-01-AB-0105
900440,13-11-2025 14:43,Excellent journey on Route R12B this morning. Everything was clean.,
900441,13-11-2025 17:36,Trip on R12B is late by 28 mins near Shivaji_Nagar. The schedule is a joke.,KA-01-AB-0105
900442,13-11-2025 16:58,Excellent journey on Bus KA-01-AB-0101 this morning. Everything was on time. \@Official,KA-01-AB-0101
900443,13-11-2025 17:20,Excellent journey on Route R12B this morning. Everything was comfortable. \#Traffic,KA-01-AB-0101
900444,13-11-2025 16:47,Seriously sardine can from Silk_Board. Bus KA-01-AB-0105 should not let in so many passengers.,KA-01-AB-0105
900445,13-11-2025 11:55,Seriously no space to move from Silk_Board. Bus KA-01-AB-0103 should not let in so many passengers.,
900446,13-11-2025 12:10,Bus KA-01-AB-0105 is took forever by 15 mins near Marathahalli. The schedule is a joke.,KA-01-AB-0105
900447,13-11-2025 17:01,Seriously no space to move from Shivaji_Nagar. Bus KA-01-AB-0105 should not let in so many passengers.,KA-01-AB-0105
900448,13-11-2025 07:42,Driver of KA-01-AB-0101 was unprofessional when asked for the stop. Unprofessional behavior. \#Traffic,KA-01-AB-0101
900449,13-11-2025 12:06,Route R5A is delayed by 34 mins near Marathahalli. The schedule is a joke.,KA-01-AB-0103
900450,13-11-2025 15:27,Bus KA-01-AB-0101 is delayed by 39 mins near MG_Road. The schedule is a joke.,
900451,13-11-2025 18:05,Checked the app 3 times. Still no ETA for Route R7C. Makes the whole system unreliable.,
900452,13-11-2025 10:18,Checked the app 3 times. Still app not working for Route R12B. Makes the whole system unreliable.,
900453,13-11-2025 09:32,Seriously no space to move from MG_Road. Route R12B should not let in so many passengers. daily struggle,
900454,13-11-2025 08:32,Bus KA-01-AB-0103 is running behind by 37 mins near Koramangala. The schedule is a joke.,KA-01-AB-0103
900455,13-11-2025 16:41,Seriously sardine can from Whitefield. Trip on R12B should not let in so many passengers. pls respond,
900456,13-11-2025 12:17,Driver of KA-01-AB-0102 was not helpful when asked for the stop. Unprofessional behavior.,KA-01-AB-0102
900457,13-11-2025 17:52,Driver of KA-01-AB-0104 was aggressive when asked for the stop. Unprofessional behavior.,KA-01-AB-0104
900458,13-11-2025 09:57,Bus KA-01-AB-0102 is delayed by 25 mins near Shivaji_Nagar. The schedule is a joke.,
900459,13-11-2025 16:20,Seriously packed from Whitefield. Trip on R7C should not let in so many passengers.,
900460,13-11-2025 13:44,Bus KA-01-AB-0103 is delayed by 25 mins near MG_Road. The schedule is a joke.,
900461,13-11-2025 17:39,Driver of KA-01-AB-0101 was aggressive when asked for the stop. Unprofessional behavior.,KA-01-AB-0101
900462,13-11-2025 18:38,Route R5A is late by 32 mins near MG_Road. The schedule is a joke. \#Traffic,
900463,13-11-2025 08:02,Seriously no space to move from Shivaji_Nagar. Bus KA-01-AB-0105 should not let in so many passengers.,KA-01-AB-0105
900464,13-11-2025 10:23,Seriously overcrowded from Whitefield. Trip on R12B should not let in so many passengers.,KA-01-AB-0101
900465,13-11-2025 13:34,Checked the app 3 times. Still no ETA for Route R5A. Makes the whole system unreliable.,KA-01-AB-0103
900466,13-11-2025 08:20,Seriously overcrowded from Koramangala. Bus KA-01-AB-0104 should not let in so many passengers.,KA-01-AB-0104
900467,13-11-2025 10:59,Seriously full from Koramangala. Route R12B should not let in so many passengers.,KA-01-AB-0104
900468,13-11-2025 09:29,Excellent journey on Trip on R12B this morning. Everything was clean.,KA-01-AB-0104
